user_id,item_id,rating,timestamp
ALJ66O1Y6SLHA,B000K2PJ4K,5,1441324800
ALJ66O1Y6SLHA,B000K2PJ4K,5,1441324800
ALJ66O1Y6SLHA,B000K2PJ4K,5,1441324800
ALJ66O1Y6SLHA,B000K2PJ4K,5,1441324800
ALJ66O1Y6SLHA,B000K2PJ4K,5,1441324800
A3W11493KS6Z2L,B000K2PJ4K,3,1430870400
A3W11493KS6Z2L,B000K2PJ4K,5,1430870400
A3W11493KS6Z2L,B000K2PJ4K,5,1430870400
A3W11493KS6Z2L,B000K2PJ4K,5,1430870400
A3W11493KS6Z2L,B000K2PJ4K,3,1430870400
A3HX4X3TIABWOV,B000KPIHQ4,2,1516838400
AW8UBYMNJ894V,B000KPIHQ4,2,1483574400
A265UZVOZWTTXQ,B000KPIHQ4,5,1476662400
AW8UBYMNJ894V,B000KPIHQ4,5,1471824000
A265UZVOZWTTXQ,B000KPIHQ4,5,1458691200
AW8UBYMNJ894V,B000KPIHQ4,5,1435104000
A265UZVOZWTTXQ,B000KPIHQ4,5,1416182400
A3HX4X3TIABWOV,B000V0IBDM,2,1516838400
AW8UBYMNJ894V,B000V0IBDM,2,1483574400
A265UZVOZWTTXQ,B000V0IBDM,5,1476662400
AW8UBYMNJ894V,B000V0IBDM,5,1471824000
A265UZVOZWTTXQ,B000V0IBDM,5,1458691200
AW8UBYMNJ894V,B000V0IBDM,5,1435104000
A265UZVOZWTTXQ,B000V0IBDM,5,1416182400
A3QY3THQ42WSCQ,B000YFSR5G,1,1520812800
AGZ5OOZVDO194,B000YFSR5G,5,1518048000
A3GJ3DJU1RXOHN,B000YFSR4W,4,1277942400
A232J1FHOQI5YN,B000YFSR5G,5,1508889600
A2ON4RYI9Z4SQ,B000YFSR5G,5,1507939200
A3QY3THQ42WSCQ,B000YFSR4W,1,1520812800
A232J1FHOQI5YN,B000YFSR5G,5,1501372800
A1EZN3E9R322YJ,B000YFSR5G,5,1497571200
A3T8NHQYBQSV1X,B000YFSR5G,3,1492473600
A2NEJIX5NIH2ZZ,B000YFSR5G,5,1492041600
A2NEJIX5NIH2ZZ,B000YFSR5G,3,1492041600
A3T8NHQYBQSV1X,B000YFSR5G,4,1491350400
A1G0HYMR02WM2W,B000YFSR5G,3,1490313600
AGZ5OOZVDO194,B000YFSR4W,5,1518048000
A2BFZUQ2XV535H,B000YFSR5G,5,1489190400
ABX2R8Q6GBTJ8,B000YFSR5G,2,1487635200
ABX2R8Q6GBTJ8,B000YFSR5G,2,1487635200
A1Y01U6OZLZE7I,B000YFSR5G,4,1487635200
A21HH0VIBKK80J,B000YFSR5G,1,1486512000
A1G0HYMR02WM2W,B000YFSR5G,3,1485907200
A2BFZUQ2XV535H,B000YFSR5G,5,1485129600
A3E30OLSMGJEVK,B000YFSR5G,5,1457395200
A26TEJJ6YOGWMZ,B000YFSR5G,2,1445817600
A2J9WEIRNVTX61,B000YFSR5G,3,1433980800
A2UUEV4MYOJY66,B000YFSR5G,4,1432425600
A3E30OLSMGJEVK,B000YFSR5G,5,1457395200
A26TEJJ6YOGWMZ,B000YFSR5G,2,1445817600
A2J9WEIRNVTX61,B000YFSR5G,3,1433980800
A2UUEV4MYOJY66,B000YFSR5G,4,1432425600
A36GNVEQP92OPA,B000YFSR5G,5,1423008000
A232J1FHOQI5YN,B000YFSR4W,5,1508889600
A2ON4RYI9Z4SQ,B000YFSR4W,5,1507939200
A3GJ3DJU1RXOHN,B000YFSR5G,4,1277942400
A232J1FHOQI5YN,B000YFSR4W,5,1501372800
A1EZN3E9R322YJ,B000YFSR4W,5,1497571200
A3T8NHQYBQSV1X,B000YFSR4W,3,1492473600
A2NEJIX5NIH2ZZ,B000YFSR4W,5,1492041600
A2NEJIX5NIH2ZZ,B000YFSR4W,3,1492041600
A3T8NHQYBQSV1X,B000YFSR4W,4,1491350400
A1G0HYMR02WM2W,B000YFSR4W,3,1490313600
A2BFZUQ2XV535H,B000YFSR4W,5,1489190400
ABX2R8Q6GBTJ8,B000YFSR4W,2,1487635200
ABX2R8Q6GBTJ8,B000YFSR4W,2,1487635200
A1Y01U6OZLZE7I,B000YFSR4W,4,1487635200
A21HH0VIBKK80J,B000YFSR4W,1,1486512000
A1G0HYMR02WM2W,B000YFSR4W,3,1485907200
A3CNRM11BHAR1A,B0012DR1LU,5,1437523200
A3CNRM11BHAR1A,B0012DR1LU,5,1407283200
A276HQXYS553QW,B0014F8TIU,1,1518998400
A276HQXYS553QW,B0014F8TIU,1,1518998400
A3BN0MRGRDKM0J,B0014F8TIU,5,1506384000
A276HQXYS553QW,B0014F8TIU,4,1446249600
A3HX4X3TIABWOV,B0014HA6VG,4,1454025600
A3HX4X3TIABWOV,B0014HA6VG,5,1453420800
A1Z8U8IPBLBEU5,B0017LD0BM,3,1436659200
A36GNVEQP92OPA,B0017LD0BM,2,1432166400
A33GD4H5O1MK6S,B0017LD0BM,4,1419811200
A12DWXDNZQTKXQ,B0017LD0BM,3,1355443200
A2VR6SWVSF6K4,B0017LD0BM,4,1261699200
A1Z8U8IPBLBEU5,B0017LGD34,3,1436659200
A36GNVEQP92OPA,B0017LGD34,2,1432166400
A33GD4H5O1MK6S,B0017LGD34,4,1419811200
A12DWXDNZQTKXQ,B0017LGD34,3,1355443200
A2VR6SWVSF6K4,B0017LGD34,4,1261699200
A3QY3THQ42WSCQ,B000YFSR5G,1,1520812800
AGZ5OOZVDO194,B000YFSR5G,5,1518048000
A3GJ3DJU1RXOHN,B000YFSR4W,4,1277942400
A232J1FHOQI5YN,B000YFSR5G,5,1508889600
A2ON4RYI9Z4SQ,B000YFSR5G,5,1507939200
A3QY3THQ42WSCQ,B000YFSR4W,1,1520812800
A232J1FHOQI5YN,B000YFSR5G,5,1501372800
A1EZN3E9R322YJ,B000YFSR5G,5,1497571200
A3T8NHQYBQSV1X,B000YFSR5G,3,1492473600
A2NEJIX5NIH2ZZ,B000YFSR5G,5,1492041600
A2NEJIX5NIH2ZZ,B000YFSR5G,3,1492041600
A3T8NHQYBQSV1X,B000YFSR5G,4,1491350400
A1G0HYMR02WM2W,B000YFSR5G,3,1490313600
AGZ5OOZVDO194,B000YFSR4W,5,1518048000
A2BFZUQ2XV535H,B000YFSR5G,5,1489190400
ABX2R8Q6GBTJ8,B000YFSR5G,2,1487635200
ABX2R8Q6GBTJ8,B000YFSR5G,2,1487635200
A1Y01U6OZLZE7I,B000YFSR5G,4,1487635200
A21HH0VIBKK80J,B000YFSR5G,1,1486512000
A1G0HYMR02WM2W,B000YFSR5G,3,1485907200
A2BFZUQ2XV535H,B000YFSR5G,5,1485129600
A3E30OLSMGJEVK,B000YFSR5G,5,1457395200
A26TEJJ6YOGWMZ,B000YFSR5G,2,1445817600
A2J9WEIRNVTX61,B000YFSR5G,3,1433980800
A2UUEV4MYOJY66,B000YFSR5G,4,1432425600
A3E30OLSMGJEVK,B000YFSR5G,5,1457395200
A26TEJJ6YOGWMZ,B000YFSR5G,2,1445817600
A2J9WEIRNVTX61,B000YFSR5G,3,1433980800
A2UUEV4MYOJY66,B000YFSR5G,4,1432425600
A36GNVEQP92OPA,B000YFSR5G,5,1423008000
A232J1FHOQI5YN,B000YFSR4W,5,1508889600
A2ON4RYI9Z4SQ,B000YFSR4W,5,1507939200
A3GJ3DJU1RXOHN,B000YFSR5G,4,1277942400
A232J1FHOQI5YN,B000YFSR4W,5,1501372800
A1EZN3E9R322YJ,B000YFSR4W,5,1497571200
A3T8NHQYBQSV1X,B000YFSR4W,3,1492473600
A2NEJIX5NIH2ZZ,B000YFSR4W,5,1492041600
